comment,overall_satisfaction,recommend,product_quality,repurchase_intent,support_rating
@ShashiTharoor @RishiSunak Hehe look at your @INCIndia elections !!,3,yes,3,3,3
@alisarfarazbhs @PChidambaram_IN @surheeta @RishiSunak That in a nutshell is us as a people. 👏👏👏👏👏👏,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak I really hope he has no position for you on his Cabinet,4,yes,4,4,4
@MartinSLewis Would #rishisunak policies been similar?,3,yes,3,3,3
@Daedalus_Parrot @SelenaSmartArse @RishiSunak Do you understand what you have asked?  You want us to vote for someone you don't trust because she is the best of the worst? That's not democracy,2,no,2,2,2
"I feel quite distressed at having to hear @RishiSunak regularly, that name haunts me , he left me bereft and in the cold in so many ways . #ExcludedUK #ExcludedUnity",1,no,1,1,1
@KarlTurnerMP @MattHancock @RishiSunak Well if this is how his supports treated I'm sure he'll be voting against him soon.,5,yes,5,5,5
"@LotusBharat @sardesairajdeep #RishiSunak didn't compromise with his Hindu roots. Took its strength and stood firm. When ""Vishwa Kutumbakam"" is rooted in your actions, world will come around. It also means NO appeasing crooks in the nation.
@RoKhanna @PreityUpala @NikkiHaley",3,yes,3,3,3
@davesumnersmith @RishiSunak The Glums...,3,yes,3,3,3
The emergence of Rishi Sunak as British Prime Minister reemphasizes the fact that anything is possible in a sane country.,3,yes,3,3,3
Rishi Sunak will be the new Prime Minister of Britain. First Hindu PM. First PM of Asian origin. #RishiSunak,3,yes,3,3,3
"@RishiSunak You said it yourself, you have Zero working class friends.",4,yes,4,4,4
"@retsbew1974 @HattMancockMP @RishiSunak Their unpleasantness is only just starting. They're great friends &amp; servants of the ""You will own nothing"" man.",5,yes,5,5,5
"Fun fact of the day:

Did you know that Britain will have had more Prime Ministers in the space of 8 weeks than English World Cups won in cricket in the past 47 years?
#EngvInd #engvsafg #ENGVAFG #ENGvSA #ENGvNZ #AUSvNZ #INDvsAUS #T20worldcup22 #Melbourne #RishiSunak #WIvsIRE",5,yes,5,5,5
@KarenLorry @grantshapps @RishiSunak Probably,3,yes,3,3,3
"@Jessrocks71 @errjustsaying @paulabearthe2nd What's your problem with him? He only jumped the good-ship Boris after so many others had, it was sinking fast. He's a credible safe pair of hands, the whole party needs to get behind him #RishiSunakPM",4,yes,4,4,4
@Jacob_Rees_Mogg @RishiSunak Ha ha. You’re fucked fella,2,no,2,2,2
"@taylor1612 @RishiSunak @ExcludedFighter #RishiSunak pushed up the price of his own 10 houses by 30% though his own policies...

Mr Sunak should be in jail, not no 10.",4,yes,4,4,4
"@VeraVanHorne @RishiSunak I was thinking that he isn't at the helm of anything, in that case it would be Biden; he's just a vassal.",3,yes,3,3,3
@SophieMullins87 @RishiSunak Why? A brown man doesn’t deserve to have that kind of money?,3,yes,3,3,3
"@GillianKeegan @RishiSunak @Conservatives Hi, my name is Rishi, and I am here all week (fingers crossed )...",3,yes,3,3,3
@JustinWelby @RishiSunak Tory chancer prays for Tory chancer.,4,yes,4,4,4
@nadhimzahawi @emilysheffield @RishiSunak @Conservatives Mad Nads 2.0,2,no,2,2,2
@SkyNews Didn’t @KemiBadenoch say he can not address the nation until he sees the King and sworn in? They make it up as they go ##RishiSunak #KemiBadenoch,3,yes,3,3,3
@CMShehbaz @RishiSunak @RishiSunak u know meaning of Rishi is saint &amp; enlightened. This thug and his family looted wealth of Pakistan and living lavishly in London. If you r enlightened person then this thug family should be prosecuted in London and money should go back to poor peoples of Pakistan.🙏,4,yes,4,4,4
Rishi Sunak becoming PM may likely be the match that lights the fire... Riots and civil rest almost guaranteed when those first lots of benefits cuts and mortgage rises kick in. Boris will be pleased 🙃,2,no,2,2,2
"@UseUrNameNoble Pfft. He does kinda look like him lol. But he’s Rishi Sunak, and he’s set to be the next PM of the UK, losing to Truss last time.",2,no,2,2,2
"@adflaz @TendayiZinyama @trussliz @RishiSunak Ah yes, everyone's photo on twitter is verified. Regardless of profiles you can create my question stands. ""Well done New Delhi""....",5,yes,5,5,5
"Only #RishiSunak can save the #ConservativeParty &amp; UK economy. This is going to be extremely tough, but people must first in the Conservative Party economics. Not neo-liberal elitist policies or ideologies. A pragmatic Conservative fiscal discipline &amp; tackling inflation first.",5,yes,5,5,5
"@Jacob_Rees_Mogg @RishiSunak You've done everything but try to unite the Party. You lost, trying to save face just makes you look weak. 🤣",5,yes,5,5,5
"Hearty congratulations and best wishes to British politician and Indian-origin Rishi Sunak ji on becoming the new Prime Minister of Britain.  We Indians hope from you that the relations between India and Britain will be better in your tenure
@RishiSunak 
#RishiSunak #rishi_sunak",5,yes,5,5,5
"@Conservatives @RishiSunak He has not been elected ,he has been imposed on us.  Just check out the latest @ConHome poll. 90% of members would have voted for Boris.  Now that is unity.",3,yes,3,3,3
"Just a reminder that Rishi Sunak does NOT care about representing the working class, and would much prefer us to just sit down and be quiet.",2,no,2,2,2
"#RishiSunak becomes PM after just 7 years as an MP, far quicker than normal. Says something about the quality of #Conservativeparty MPs.",3,yes,3,3,3
"Theres gunna be roti and daal on the menu at downing Street from now on. 

#RishiSunak #PM",3,yes,3,3,3
"@ShashiTharoor @RishiSunak it already happened sir, monmohan sigh a sikh, indira gandhi khan a muslim, rajeev khan a muslim...apj abdul kalam a muslim,",3,yes,3,3,3
"@HunLimitedStyle @pransukh37 @RishiSunak A society where all are alike sounds very boring. But it is a new thing. Not many generations ago Europe were quite different. It is still in its early stages. In Norway, the second highest rank is an Iranian-borne man. A very good and trustworthy politician.",5,yes,5,5,5
"@JamesCleverly @RishiSunak Go on, tell us, how much £ ?",3,yes,3,3,3
"Rishi Sunak, the first Indian to be announced PM of the UK on Diwali 🪔 #HappyDiwali #RishiSunak #PrimeMinister",3,yes,3,3,3
"After this 👉 Resign 👈 has started trending #RishiSunak must be chuckling, somewhere.",3,yes,3,3,3
"@MonicaK2511 @lopamud12241057 @sunny_hundal Also Rishi Sunak family faced three expulsions: Gujranwala, Uganda, and Kenya. 
To be UK PM and address Commonwealth PM meeting would be schadenfreude to those three members of Commonwealth.",3,yes,3,3,3
@shaneoid77 @Nigel_Farage @RishiSunak Nothing to do with race it’s more his economic policy if actually paid attention to politics you would know that,3,yes,3,3,3
"So glad party memebership didn’t get a say in the leadership election. They shouldn’t. 
#RishiSunak #ConservativeParty",5,yes,5,5,5
"@dave43law @Jacob_Rees_Mogg @RishiSunak He has more chance of becoming president of Rwanda than being in Sunak,s team",4,yes,4,4,4
"@piersmorgan @RishiSunak Congrats.
BTW he's the same guy who believe cows are more worth then humans.Hope UK's economy will not sink like ind in his supervision.",4,yes,4,4,4
@bacharamsingh @RishiSunak Congratulations,4,yes,4,4,4
1 day in and @RishiSunak is already a fucking liar. It’s catching.,2,no,2,2,2
"@MarkYou05730747 @NicolaSturgeon @RishiSunak Shut Holyrood I say, it is working against the will of the Scottish people.",3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak Hopefully he will round up all of the BJ supporters and sack them,5,yes,5,5,5
"@RishiSunak #indyref2 #BetterTogetherLied 
The UK is several countries. It isn't just England.",3,yes,3,3,3
"@Matthew_Dillon2 Hey @RishiSunak It will be beneficial for U &amp; U're gov to start a trade war with the EU right now, so you may as well capitulate to this tiny minority from a part of the UK that costs your taxpayers a fortune yr after yr. Its not like you have an economic crisis to deal with 🙄",1,no,1,1,1
"@RishiSunak congratulations,we are proud of you. Looking forward to fruitful Indo UK engagements.",4,yes,4,4,4
@trussliz @RishiSunak Said between gritted teeth so why didn't you stand down when it was between you two,3,yes,3,3,3
@Conservatives @RishiSunak Elected my ass,2,no,2,2,2
@piersmorgan @RishiSunak Giving it the old brown nose,4,yes,4,4,4
@RishiSunak Congratulations and good luck to you..,5,yes,5,5,5
@nadhimzahawi @RishiSunak No harm mate but you backed more horses than a meeting of gamblers anonymous 😉,4,yes,4,4,4
@Jacob_Rees_Mogg @RishiSunak No No you said Boris  or Bust !       #resign now,2,no,2,2,2
"Nothing is greater than time....once they ruled us 75 years back ......and now it's an indian origin who will be ruling the whole UK.
#RishiSunak #RishiSunakPM #congratulationsrishisunak",2,no,2,2,2
@Nigel_Farage @RishiSunak No one cares toadster,2,no,2,2,2
"@ShashiTharoor @RishiSunak You have an extremely short memory. We did all that long ago when MMS became the PM. Also, care to explain what is visible &amp; invisible minorities? BTW, you do consider that the Sikhs are a minority, don't you?",4,yes,4,4,4
"Seriously, had anyone even heard of #RishiSunak three years ago?",3,yes,3,3,3
"I'm losing sleep, more than usual, worsening my anxiety, depression, and my ADHD, all because we don't have a date for when this ESA/Universal Credit extra £324 will arrive, which is the second half the £650 we were promised.

#CostOfLivingCrisis
#DWP
#LizTruss
#rishisunak",1,no,1,1,1
"@rcolvile @RishiSunak Or was it just because he could?

Being a billionaire is good like that.",5,yes,5,5,5
@piersmorgan @RishiSunak Memo to @piersmorgan : stop hacking phones! 😉,2,no,2,2,2
"Congratulations on great leadership with @SadiqKhan in London and now pm @RishiSunak ! It’s refreshing in these days of rasist leaderships in some European countries. 
Lead the way! 🇬🇧",5,yes,5,5,5
A historic day in the #UK #RishiSunakPM 🙏🏽💫,2,no,2,2,2
@piersmorgan @RishiSunak Got less votes to be pm this weekend than I did to lose a council election seat,2,no,2,2,2
"What a Diwali India is celebrating!
India beats Pakistan in a thrilling game, have watched the highlights few times now! Rishi Sunak becomes PM of UK after 75 years of Indian independence! Life is Beautiful! 🇮🇳",5,yes,5,5,5
@Ianblackford_MP @RishiSunak Yes the Public had no say. Sunak is an unelected leader.,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak Ratio,3,yes,3,3,3
"@moneillsf @RishiSunak Sinn Fein walked out of Stormont, remember? 1law 4Sinn Fein &amp;another law 4everybody else",3,yes,3,3,3
"@ShashiTharoor @RishiSunak British are not practicing Christians,they are Christians by religion so there's no harm in British electing a HINDU minority,as the DNA of Hinduism is tolerance.Will British elect a Muslim?There lies their prudence. India you cannot elect a person from minority,CAN'T AFFORD.",3,yes,3,3,3
@RitaPanahi @RishiSunak Do they know yet?,3,yes,3,3,3
rishi sunak is 5’2 lmao,4,yes,4,4,4
"I'd love to see @RishiSunak engage at PMQs and not mud sling. The whole idea is that the party's do disagree. I want no more Johnson like antics. New cabinet must devoid of the morons like @Jacob_Rees_Mogg ,&amp; @NadineDorries and other half peanut brained idiots.",5,yes,5,5,5
#RishiSunak can’t hide his glee! Super pleased with himself! But we still need a #GeneralElectionN0W,5,yes,5,5,5
Churchill must be banging his head in hell #RishiSunak,1,no,1,1,1
Good morning Twitters! Who do we think will be the next great Prime Minister of this Great Britain? Liz or Rishi? #LizTruss #RishiSunak,5,yes,5,5,5
"@MattHancock @RishiSunak No, stay under your rock please!",4,yes,4,4,4
I'm a little bit puzzled as to why everyone is talking like #pennymorduant stands a chance against #RishiSunak #politics,4,yes,4,4,4
"@Conservatives @RishiSunak He has NOT been elected, you need an election for him to be elected!! What really happened is you have deceived the membership to shoe horn a snake into a role that he was rejected from 7 weeks ago!!",1,no,1,1,1
"@RishiSunak ""abroad"" seemingly being the key word there",3,yes,3,3,3
@NixJPayne @PrincessPKaur @trussliz @RishiSunak ‘Someone like you’ - what do you mean?,4,yes,4,4,4
@theresa_may @RishiSunak I voted for boris not for rishi time for a general election because you lot are waste of space rich get rich and poor get homeless thanks a lot don’t even start me on immigration don’t recognise my own country anymore,5,yes,5,5,5
@andyjbrum69 @JustinWelby @RishiSunak We did,3,yes,3,3,3
@HerewardtheWok3 @LeoDochertyUK @RishiSunak I came to the conclusion that the clowns masquerading as Conservatives in the Palace of Westminster are beyond redemption. A pox on all of them.,3,yes,3,3,3
@JuliaHB1 @RishiSunak He doesn't care about the electorate,2,no,2,2,2
@RishiSunak Congratulations to Rishi Sunak! Now the media will be crawling all over you like maggots! Hooray! Lol!,5,yes,5,5,5
@JamesMelville The public didn't vote for mass invasion by 3rd World savages and rule by WEF either. Add Rishi to that list #RishiSunak,2,no,2,2,2
Common sense is what I coach in leadership development. It’s time for the government to learn these skills! @RishiSunak @PennyMordaunt @BorisJohnson,3,yes,3,3,3
